Input,Output,Hidden,Target_p,H,p,FtBin,Parse,Iamb,FootNonfin,Nonfin_ft,WordFootRight,WordFootLeft,AllFeetRight,AllFeetLeft,MainRight,MainLeft,WSP_ft
[L L L L L L],[L1 L L L L L],[(L1 L) L L L L],0.0,-70.01,-0.73,0.0,-0.0,-3.39,0.0,0.0,-3.26,0.0,-34.72,0.0,-28.66,0.0,0.0
[L L L L L L],[L L2 L L1 L L2],[L (L2) L (L1) (L L2)],0.0,-68.58,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L L1 L2 L L2],[L (L L1) (L2) L (L2)],0.0,-67.07,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-43.39,-0.0,-21.49,-0.0,0.0
[L L L L L L],[L L L1 L2 L L2],[L L (L1) (L2) (L L2)],0.0,-67.07,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-43.39,-0.0,-21.49,-0.0,0.0
[L L L L L L],[L L2 L2 L L2 L1],[L (L2) (L2 L) (L2) (L1)],0.0,-67.41,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-60.75,-0.0,0.0,-0.0,0.0
[L L L L L L],[L2 L L L2 L2 L1],[(L2 L) L (L2) (L2) (L1)],0.0,-67.41,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-60.75,-0.0,0.0,-0.0,0.0
[L L L L L L],[L L2 L L1 L L2],[L (L2) (L L1) (L L2)],0.0,-67.49,-0.73,-1.09,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L2 L L1 L L2],[(L L2) L (L1) (L L2)],0.0,-67.49,-0.73,-1.09,-0.0,0.0,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L2 L L1 L L2],[(L L2) (L L1) L (L2)],0.0,-67.49,-0.73,-1.09,-0.0,0.0,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L1 L L L L],[L (L1) L L L L],0.0,-67.72,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-34.72,-0.0,-28.66,-0.0,0.0
[L L L L L L],[L1 L L L L L2],[(L1 L) L L L (L2)],0.0,-67.85,-0.73,-1.09,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-34.72,-0.0,-28.66,0.0,0.0
[L L L L L L],[L L1 L L L2 L],[L (L1) L L (L2 L)],0.0,-67.85,-0.73,-1.09,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-34.72,-0.0,-28.66,-0.0,0.0
[L L L L L L],[L L2 L L2 L1 L],[L (L2 L) (L2) (L1) L],0.0,-68.06,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,-0.0,-52.07,-0.0,-7.16,-0.0,0.0
[L L L L L L],[L L L1 L2 L L2],[L L (L1) (L2) L (L2)],0.0,-68.16,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-43.39,-0.0,-21.49,-0.0,0.0
[L L L L L L],[L L2 L L1 L L2],[(L L2) L (L1) L (L2)],0.0,-68.58,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L2 L1 L L L2],[(L L2) (L1 L) (L L2)],0.0,-69.79,-0.73,0.0,0.0,-3.39,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L2 L L1 L L2],[L (L2) (L L1) L (L2)],0.0,-68.58,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L2 L L2 L L1 L],[(L2) L (L2 L) (L1 L)],0.0,-68.61,-0.73,-1.09,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-60.75,-0.0,0.0,-0.0,0.0
[L L L L L L],[L2 L L2 L L1 L],[(L2 L) (L2) L (L1 L)],0.0,-68.61,-0.73,-1.09,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-60.75,-0.0,0.0,-0.0,0.0
[L L L L L L],[L L L1 L2 L L],[L (L L1) (L2) L L],0.0,-69.23,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-43.39,-0.0,-21.49,-0.0,0.0
[L L L L L L],[L L L1 L2 L2 L],[L (L L1) (L2) (L2 L)],0.0,-69.36,-0.73,-1.09,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-43.39,-0.0,-21.49,-0.0,0.0
[L L L L L L],[L L1 L L2 L L2],[L (L1 L) (L2) (L L2)],0.0,-69.36,-0.73,-1.09,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-43.39,-0.0,-21.49,-0.0,0.0
[L L L L L L],[L L2 L L1 L L],[(L L2) (L L1) L L],0.0,-69.66,-0.73,0.0,-0.0,0.0,-0.0,0.0,-3.26,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L2 L L1 L L2],[L (L2) L (L1) L (L2)],0.0,-69.68,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L L2 L1 L2 L2],[L (L L2) (L1) (L2) (L2)],0.0,-69.68,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L2 L L2 L L2 L1],[(L2 L) (L2 L) (L2) (L1)],0.0,-69.71,-0.73,-2.18,0.0,-6.77,-0.0,-0.0,0.0,0.0,-60.75,-0.0,0.0,-0.0,0.0
[L L L L L L],[L L2 L L1 L2 L],[(L L2) (L L1) (L2 L)],0.0,-69.79,-0.73,0.0,0.0,-3.39,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L2 L L L1 L L2],[(L2 L) (L L1) (L L2)],0.0,-69.79,-0.73,0.0,0.0,-3.39,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L2 L L2 L L L1],[(L2) L (L2) L L (L1)],0.0,-72.71,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-69.43,-0.0,0.0,-0.0,0.0
[L L L L L L],[L2 L L L2 L2 L1],[(L2) L (L L2) (L2) (L1)],0.0,-72.71,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-69.43,-0.0,0.0,-0.0,0.0
[L L L L L L],[L L2 L L1 L2 L2],[L (L2) (L L1) (L2) (L2)],0.0,-78.35,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-60.75,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L1 L L2 L2 L],[L (L1 L) (L2) (L2 L)],0.0,-72.75,-0.73,-1.09,-0.0,-6.77,-0.0,-0.0,0.0,-0.0,-43.39,-0.0,-21.49,-0.0,0.0
[L L L L L L],[L L2 L L1 L2 L],[L (L2 L) (L1) (L2) L],0.0,-75.23,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,-0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L1 L L L2 L],[(L L1) L (L L2) L],0.0,-75.31,-0.73,0.0,-0.0,0.0,-0.0,0.0,-3.26,0.0,-43.39,-0.0,-28.66,0.0,0.0
[L L L L L L],[L L1 L L L2 L2],[L (L1) L L (L2) (L2)],0.0,-75.32,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-43.39,-0.0,-28.66,-0.0,0.0
[L L L L L L],[L L2 L2 L L1 L],[(L L2) (L2 L) (L1) L],0.0,-75.65,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-60.75,-0.0,-7.16,-0.0,0.0
[L L L L L L],[L2 L L L2 L1 L],[(L2 L) (L L2) (L1) L],0.0,-75.65,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-60.75,-0.0,-7.16,-0.0,0.0
[L L L L L L],[L2 L L2 L L2 L1],[(L2 L) (L2) L (L2) (L1)],0.0,-76.09,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-69.43,-0.0,0.0,-0.0,0.0
[L L L L L L],[L2 L L2 L L2 L1],[(L2) L (L2 L) (L2) (L1)],0.0,-76.09,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-69.43,-0.0,0.0,-0.0,0.0
[L L L L L L],[L L2 L2 L2 L L1],[L (L2) (L2) (L2 L) (L1)],0.0,-76.09,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-69.43,-0.0,0.0,-0.0,0.0
[L L L L L L],[L2 L L L1 L L2],[(L2) L (L L1) (L L2)],0.0,-76.17,-0.73,-1.09,-0.0,0.0,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L1 L L L2 L],[(L L1) L L (L2) L],0.0,-76.4,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,0.0,-43.39,-0.0,-28.66,0.0,0.0
[L L L L L L],[L L1 L L L2 L],[L (L1) L (L L2) L],0.0,-76.4,-0.73,-1.09,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-43.39,-0.0,-28.66,-0.0,0.0
[L L L L L L],[L2 L L1 L L L],[(L2 L) (L1 L) L L],0.0,-76.43,-0.73,0.0,-0.0,-6.77,0.0,0.0,-3.26,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L1 L L2 L L2],[(L L1) L (L2 L) (L2)],0.0,-76.53,-0.73,-1.09,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-43.39,-0.0,-28.66,0.0,0.0
[L L L L L L],[L1 L L L L2 L2],[(L1 L) L (L L2) (L2)],0.0,-76.53,-0.73,-1.09,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-43.39,-0.0,-28.66,0.0,0.0
[L L L L L L],[L2 L L1 L L2 L],[(L2 L) (L1 L) (L2 L)],0.0,-76.56,-0.73,0.0,0.0,-10.16,0.0,-0.0,0.0,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L2 L L L2 L1 L],[(L2 L) L (L2) (L1) L],0.0,-76.74,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-60.75,-0.0,-7.16,-0.0,0.0
[L L L L L L],[L L2 L2 L L1 L],[L (L2) (L2 L) (L1) L],0.0,-76.74,-0.73,-2.18,-0.0,-3.39,-0.0,0.0,-3.26,-0.0,-60.75,-0.0,-7.16,-0.0,0.0
[L L L L L L],[L L L1 L2 L2 L2],[L (L L1) (L2) (L2) (L2)],0.0,-76.84,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-52.07,-0.0,-21.49,-0.0,0.0
[L L L L L L],[L2 L L2 L L1 L2],[(L2 L) (L2 L) (L1) (L2)],0.0,-76.87,-0.73,-2.18,0.0,-6.77,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-7.16,-0.0,0.0
[L L L L L L],[L2 L L L1 L L2],[(L2) L (L L1) L (L2)],0.0,-77.26,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L2 L L1 L2 L2],[(L L2) (L L1) (L2) (L2)],0.0,-77.26,-0.73,-2.18,0.0,0.0,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L2 L L L1 L L2],[(L2) L L (L1) (L L2)],0.0,-77.26,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L2 L2 L L L1 L],[(L2) (L2 L) L (L1 L)],0.0,-77.29,-0.73,-1.09,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-69.43,-0.0,0.0,-0.0,0.0
[L L L L L L],[L L1 L L L2 L],[L (L1) L L (L2) L],0.0,-77.49,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-43.39,-0.0,-28.66,-0.0,0.0
[L L L L L L],[L L1 L L2 L L2],[L (L1) L (L2 L) (L2)],0.0,-77.62,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-43.39,-0.0,-28.66,-0.0,0.0
[L L L L L L],[L1 L L L L2 L2],[(L1 L) L L (L2) (L2)],0.0,-77.62,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-43.39,-0.0,-28.66,0.0,0.0
[L L L L L L],[L L L1 L2 L2 L2],[L L (L1) (L2) (L2) (L2)],0.0,-77.93,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-52.07,-0.0,-21.49,-0.0,0.0
[L L L L L L],[L2 L L2 L L1 L],[(L2) L (L2) L (L1 L)],0.0,-75.0,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-69.43,-0.0,0.0,-0.0,0.0
[L L L L L L],[L2 L2 L L L L1],[(L2) (L2 L) L L (L1)],0.0,-75.0,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-69.43,-0.0,0.0,-0.0,0.0
[L L L L L L],[L L2 L2 L2 L L1],[(L L2) (L2) (L2 L) (L1)],0.0,-75.0,-0.73,-2.18,0.0,-3.39,-0.0,-0.0,0.0,0.0,-69.43,-0.0,0.0,-0.0,0.0
[L L L L L L],[L L2 L2 L L2 L1],[L (L2) (L2) L (L2) (L1)],0.0,-73.8,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-69.43,-0.0,0.0,-0.0,0.0
[L L L L L L],[L L L2 L1 L2 L],[L L (L2) (L1) (L2) L],0.0,-72.93,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L2 L L L1 L L],[(L2 L) (L L1) L L],0.0,-73.04,-0.73,0.0,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L2 L1 L L L],[(L L2) (L1 L) L L],0.0,-73.04,-0.73,0.0,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L2 L L1 L2 L2],[L (L2 L) (L1) (L2) (L2)],0.0,-73.06,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L1 L L L2 L2],[(L L1) L (L L2) (L2)],0.0,-73.14,-0.73,-1.09,-0.0,0.0,-0.0,-0.0,0.0,0.0,-43.39,-0.0,-28.66,0.0,0.0
[L L L L L L],[L2 L L1 L L L2],[(L2 L) (L1 L) (L L2)],0.0,-73.17,-0.73,0.0,0.0,-6.77,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L2 L L L1 L2 L],[(L2 L) (L L1) (L2 L)],0.0,-73.17,-0.73,0.0,0.0,-6.77,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L2 L1 L L2 L],[(L L2) (L1 L) (L2 L)],0.0,-73.17,-0.73,0.0,0.0,-6.77,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L2 L L2 L1 L],[L (L2) (L L2) (L1) L],0.0,-73.36,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-60.75,-0.0,-7.16,-0.0,0.0
[L L L L L L],[L L2 L L2 L1 L],[(L L2) L (L2) (L1) L],0.0,-73.36,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-60.75,-0.0,-7.16,-0.0,0.0
[L L L L L L],[L2 L L L2 L1 L2],[(L2 L) (L L2) (L1) (L2)],0.0,-73.48,-0.73,-2.18,0.0,-3.39,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-7.16,-0.0,0.0
[L L L L L L],[L L2 L2 L L1 L2],[(L L2) (L2 L) (L1) (L2)],0.0,-73.48,-0.73,-2.18,0.0,-3.39,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-7.16,-0.0,0.0
[L L L L L L],[L2 L L L2 L2 L1],[(L2) L L (L2) (L2) (L1)],0.0,-73.8,-0.73,-4.37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-69.43,-0.0,0.0,-0.0,0.0
[L L L L L L],[L2 L L2 L L2 L1],[(L2 L) (L2) (L L2) (L1)],0.0,-75.0,-0.73,-2.18,0.0,-3.39,-0.0,-0.0,0.0,0.0,-69.43,-0.0,0.0,-0.0,0.0
[L L L L L L],[L2 L L2 L L1 L],[(L2) (L L2) L (L1 L)],0.0,-73.91,-0.73,-1.09,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-69.43,-0.0,0.0,-0.0,0.0
[L L L L L L],[L2 L2 L L L L1],[(L2) (L2 L) L (L L1)],0.0,-73.91,-0.73,-1.09,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-69.43,-0.0,0.0,-0.0,0.0
[L L L L L L],[L L2 L1 L L L],[L (L2) (L1 L) L L],0.0,-74.14,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,-0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L2 L L L1 L L],[(L2 L) L (L1) L L],0.0,-74.14,-0.73,-1.09,-0.0,-3.39,-0.0,0.0,-3.26,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L1 L L L2 L2],[L (L1) L (L L2) (L2)],0.0,-74.23,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-43.39,-0.0,-28.66,-0.0,0.0
[L L L L L L],[L L1 L L L2 L2],[(L L1) L L (L2) (L2)],0.0,-74.23,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-43.39,-0.0,-28.66,0.0,0.0
[L L L L L L],[L2 L L L1 L2 L],[(L2 L) L (L1) (L2 L)],0.0,-74.26,-0.73,-1.09,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L2 L1 L L2 L],[L (L2) (L1 L) (L2 L)],0.0,-74.26,-0.73,-1.09,-0.0,-6.77,-0.0,-0.0,0.0,-0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L2 L L1 L L L2],[(L2 L) (L1 L) L (L2)],0.0,-74.26,-0.73,-1.09,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-52.07,-0.0,-14.33,-0.0,0.0
[L L L L L L],[L L2 L L2 L1 L],[L (L2) L (L2) (L1) L],0.0,-74.45,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-60.75,-0.0,-7.16,-0.0,0.0
[L L L L L L],[L2 L L L2 L1 L2],[(L2 L) L (L2) (L1) (L2)],0.0,-74.58,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-60.75,-0.0,-7.16,-0.0,0.0
[L L L L L L],[L L2 L2 L L1 L2],[L (L2) (L2 L) (L1) (L2)],0.0,-74.58,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-60.75,-0.0,-7.16,-0.0,0.0
[L L L L L L],[L1 L2 L2 L2 L2 L],[(L1) (L2) (L2) (L2) (L2) L],0.0,-174.72,-0.73,-5.46,-0.0,0.0,-0.0,0.0,-3.26,0.0,-130.18,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L L L L L L1],[L L L L L (L L1)],1.0,0.0,0.73,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L L L L L L1],[L L L L L L (L1)],1.0,-1.09,-0.48,-1.09,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L L L L L1 L],[L L L L L (L1 L)],0.0,-3.39,-0.71,0.0,-0.0,-3.39,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L1 L2 L2 L L L2],[L (L1) (L2) (L2 L) (L L2)],0.0,-136.86,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,-0.0,-95.47,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L L1 L L2 L L2],[(L2) L (L1) (L L2) L (L2)],0.0,-136.08,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L L1 L L2 L],[(L2) (L2) L (L1 L) (L2 L)],0.0,-136.11,-0.73,-2.18,-0.0,-6.77,-0.0,-0.0,0.0,0.0,-112.82,-0.0,-14.33,-0.0,0.0
[L L L L L L L],[L2 L2 L L L2 L1 L],[(L2) (L2) L L (L2) (L1) L],0.0,-136.29,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-121.5,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L L2 L2 L L1 L],[(L2) L (L2) (L2) L (L1) L],0.0,-136.29,-0.73,-4.37,-0.0,0.0,-0.0,0.0,-3.26,0.0,-121.5,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L L L2 L L2 L],[(L1) L L (L2) L (L2) L],0.0,-136.3,-0.73,-3.27,-0.0,0.0,-0.0,0.0,-3.26,0.0,-86.79,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L2 L L2 L L1 L2],[(L2) (L2 L) (L2) L (L1) (L2)],0.0,-136.42,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-121.5,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L2 L L2 L L1 L2],[(L2) (L2) L (L2 L) (L1) (L2)],0.0,-136.42,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-121.5,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L2 L L2 L2 L1 L L2],[(L2) L (L2) (L2) (L1 L) (L2)],0.0,-136.42,-0.73,-4.37,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-121.5,-0.0,-7.16,-0.0,0.0
[L L L L L L L],[L1 L L2 L L L2 L2],[(L1) L (L2 L) L (L2) (L2)],0.0,-136.43,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L L2 L2 L L2],[(L1) L L (L2) (L2 L) (L2)],0.0,-136.43,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L L2 L1 L L L2],[(L2) (L L2) (L1) L (L L2)],0.0,-136.5,-0.73,-2.18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-112.82,-0.0,-21.49,-0.0,0.0
[L L L L L L L],[L2 L1 L L L L L],[(L2) (L1) L L L L L],0.0,-136.73,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L L1 L L2 L2 L2 L],[(L L1) (L L2) (L2) (L2) L],0.0,-136.73,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L1 L2 L L2 L L],[(L L1) (L2) L (L2) L L],0.0,-136.73,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,0.0,-95.47,-0.0,-35.82,0.0,0.0
[L L L L L L L],[L L1 L2 L L2 L L],[L (L1) (L2) (L L2) L L],0.0,-136.73,-0.73,-2.18,-0.0,0.0,-0.0,0.0,-3.26,-0.0,-95.47,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L L2 L2 L2 L2 L2 L1],[L (L2) (L2) (L2) (L2) (L2) (L1)],0.0,-136.73,-0.73,-6.55,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-130.18,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L L1 L L2 L2 L2 L2],[L (L1) L (L2) (L2) (L2) (L2)],0.0,-136.74,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-95.47,-0.0,-35.82,-0.0,0.0
[L L L L L L L],[L2 L L2 L2 L2 L1 L],[(L2) (L L2) (L2) (L2) (L1 L)],0.0,-136.84,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-130.18,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L L L1 L],[(L2) (L2) (L2) L L (L1 L)],0.0,-136.84,-0.73,-3.27,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-130.18,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L2 L2 L L L2 L1],[(L2) (L2) (L2 L) (L L2) (L1)],0.0,-136.84,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-130.18,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L2 L L2 L2 L L1],[(L2) (L2) (L L2) (L2 L) (L1)],0.0,-136.84,-0.73,-3.27,0.0,-3.39,-0.0,-0.0,0.0,0.0,-130.18,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L2 L L1 L L2 L L2],[(L2) L (L1) L (L2) (L L2)],0.0,-136.08,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L L2 L1 L L2 L2 L2],[(L L2) (L1) (L L2) (L2) (L2)],0.0,-136.08,-0.73,-3.27,0.0,0.0,-0.0,-0.0,0.0,0.0,-104.15,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L L2 L1 L2 L L L2],[L (L2) (L1) (L2) L (L L2)],0.0,-136.08,-0.73,-3.27,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-104.15,-0.0,-28.66,-0.0,0.0
[L L L L L L L],[L2 L2 L L2 L L2 L1],[(L2) (L2) L (L2) L (L2) (L1)],0.0,-135.64,-0.73,-5.46,-0.0,0.0,-0.0,-0.0,0.0,0.0,-130.18,-0.0,0.0,-0.0,0.0
[L L L L L L L],[L1 L L L2 L2 L L2],[(L1) L (L L2) (L2 L) (L2)],0.0,-135.34,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L2 L L L2 L],[(L1) L (L2) L L (L2 L)],0.0,-135.34,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L2 L L L L L2],[(L1) (L2 L) L L L (L2)],0.0,-135.34,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L1 L L2 L L L2 L2],[(L1) L (L2 L) (L L2) (L2)],0.0,-135.34,-0.73,-2.18,-0.0,-3.39,-0.0,-0.0,0.0,0.0,-86.79,-0.0,-42.98,0.0,0.0
[L L L L L L L],[L2 L L1 L2 L L2 L],[(L2 L) (L1) (L2 L) (L2 L)],0.0,-135.37,-0.73,-1.09,0.0,-10.16,-0.0,-0.0,0.0,0.0,-95.47,-0.0,-28.66,-0.0,0.0
